"","Fire_ID","history","rbr","rbr_w_offset","Fire_Year","host_species","total_pixels","host_pct","Average.Recovery","Max_Overlap_Area","Max_Overlap_Percent","fire_area","isi_90","dc_90","dmc_90","ffmc_90","bui_90","fwi_90","recovery","mean_temperature","sum_precipitation_mm","sum_precipitation_m","x","y","median_tri","mean_tri","X","Cumulative_Years_Defol","Time_Since_Defol","window_opp","window_opp_2","distance","weights","subclass"
"155","NIP85_2002_103",1,423.06,271.47,2002,608,2363,25.7,113.63,6375431.79416368,100,7.089,4.7,328.1,59.3,87.1,78.7,16.4,113.63,17.75,3292.19,3.29,-88.1620499784867,48.6671509838002,1.96850196850295,2.4974474891698,1336,8,6,"3","2",0.623388851656295,1,"90"
"156","NIP86_1996_856",1,594.19,377.78,1996,1047,1310,79.9,90.99,3559636.97596868,100,3.93,6.6,209.4,72.4,89.3,77.6,18.6,90.99,20.41,4615.5,4.62,-89.1356086559598,49.1662422716085,1.17260393995586,1.72025589415466,1389,13,1,"1","1",0.70871371660433,1,"91"
"158","NIP97_1999_737",1,341.47,144.87,1999,3352,3357,99.9,103.32,17515211.1275594,100,10.071,8.9,454.9,38.1,89.3,62.8,23.2,103.32,20.41,5364.98,5.36,-85.6229880293968,49.8519989815561,0.5,0.400667250242103,883,7,4,"2","2",0.131370594942928,1,"92"
"164","PEM74_1990_765",1,506.57,422.61,1990,2561,8256,31,108.95,28986082.7310543,100,24.768,12.6,195.5,63.3,90.6,68.7,33.3,108.95,21.64,3349.47,3.35,-77.449580197935,45.888682529568,0.935414346693485,1.61708354578041,14,3,15,"4","3",0.765887301545679,1,"93"
"167","RED39_2012_1901",1,508.93,152.18,2012,192,198,97,96.28,1017917.48660549,100,0.594,9.7,174,49.2,89.3,57.2,19.9,96.28,20.84,5250.75,5.25,-92.9566086609778,50.9255088388825,1,1.06744772527787,1164,2,0,"1","1",0.350373185821247,1,"94"
"168","RED65_2003_1440",1,538.25,113.17,2003,218,319,68.3,89.1,2075516.00562046,100,0.957,12.6,234.5,45.7,91.5,59.8,26.8,89.1,19.68,5241.57,5.24,-93.5399649630694,51.4580171367302,0.866025403784439,0.944241473418665,1095,3,8,"3","2",0.348863788252042,1,"95"
"169","RED81_1995_964",1,463.18,199.75,1995,16097,16492,97.6,93.65,72987190.9905044,100,49.476,10.5,234.6,73.5,91.6,81.2,27.4,93.65,20.43,5703.76,5.7,-92.862578553643,50.8262946463232,0.707106781186548,0.829654466239757,1062,3,1,"1","1",0.402735147981317,1,"96"
"171","SAU78_2006_1560",1,688.62,672.42,2006,7,569,1.2,91.48,912055.389598215,100,1.707,3.3,345.5,12.9,84,23.6,4.9,91.48,17.15,4648.75,4.65,-84.5692487532303,47.1609607082565,0,0,22,2,0,"1","1",0.605904981792685,1,"97"
"173","SLK105_2012_1931",1,571.56,224.08,2012,417,430,97,72.63,832221.81137933,100,1.29,4,207.6,20.1,86.5,31.5,8.1,72.63,20.41,5611.02,5.61,-92.763710630025,50.3255289206205,0.612372435695794,0.856933676943448,1286,2,0,"1","1",0.412093517999538,1,"98"
"174","SLK65_1995_307",1,547.12,247.74,1995,67064,69489,96.5,72.48,133634004.569101,100,208.467,10.4,241.1,73.5,92.2,81.2,27.9,72.48,20.23,5681.92,5.68,-92.1938462343731,50.5901954454595,0.707106781186548,0.854208138489237,1544,4,1,"1","1",0.443843861571607,1,"99"
"175","SLK86_1996_1174",1,474.91,261.2,1996,1621,1773,91.4,80.04,5714242.52585284,100,5.319,9.1,205.3,63.5,92.6,69.9,22.9,80.04,20.67,5491.02,5.49,-91.6680266707949,50.6515751885213,0.612372435695794,0.79547481793456,1077,3,1,"1","1",0.452754159071502,1,"100"
"178","SUD165_1991_949",1,358.04,147.39,1991,1149,1514,75.9,155.2,5157824.86755349,100,4.542,6,522.2,67,89.1,98,22.3,155.2,20.39,4783.33,4.78,-81.4266983500187,46.9980794730824,0.790569415042095,1.10419707318297,973,12,2,"1","1",0.321457996124762,1,"101"
"183","THU113_2006_1568",1,521.99,340.54,2006,315,365,86.3,96.27,772470.172940317,99.9999999999999,1.095,8.3,399.5,56.7,89.4,82.7,25.7,96.27,20.57,5936.34,5.94,-90.8636027766999,49.1739604499008,0.612372435695794,0.565006513911897,1443,4,14,"4","3",0.609222162664879,1,"102"
"185","THU132_1995_944",1,548.43,229.52,1995,16379,16645,98.4,79.92,63431573.1899986,100,49.935,9,437.8,62.7,88.4,92,19.8,79.92,20.14,4901.79,4.9,-90.0815082103889,49.8002040981028,0.612372435695794,0.859018950505022,1392,4,2,"1","1",0.198301355550598,1,"103"
"186","THU133_2006_1688",1,602.04,248.75,2006,2642,4281,61.7,87.39,6460543.10032888,99.9999999999997,12.843,5.1,434.9,57.2,88.4,85.4,18,87.39,15.54,5061.31,5.06,-88.8944699715298,49.9933483224024,0.790569415042095,1.78159840563457,1502,3,10,"4","3",0.413106337372764,1,"104"
"188","THU13_1999_514",1,504.58,77.11,1999,1455,1461,99.6,57.53,11046230.480458,99.9999999999994,4.383,4.8,220.7,67.1,87.1,68.4,12,57.53,20.1,5229.75,5.23,-89.932926164319,49.3877345284219,0.612372435695794,0.860648770517673,1365,8,4,"2","2",0.153452246404678,1,"105"
"189","THU142_2006_1634",1,510.1,225.86,2006,59851,65455,91.4,105.26,150282214.017224,100,196.365,5.3,400,50.7,87.2,76.7,13.4,105.26,20.29,5645.05,5.65,-90.0915647537599,49.5414962280169,0.707106781186548,0.883144699076882,1473,2,9,"3","2",0.461813731306234,1,"106"
"191","THU144_2006_1638",1,599.47,245.07,2006,17370,22054,78.8,97.61,41075974.8624872,99.9999999999998,66.162,6.9,410.4,56.4,87.9,83.7,18.1,97.61,20.21,5717.94,5.72,-90.2117532860665,49.5614356995571,0.612372435695794,0.816799881193194,1477,2,10,"4","3",0.558766482787961,1,"107"
"192","THU14_1995_308",1,443.51,284.89,1995,4093,4101,99.8,94.72,16365215.7544521,100,12.303,12.6,133.7,47.3,91.2,49.8,20.9,94.72,20.34,5001.57,5,-90.2489682995809,49.4426673460849,0.5,0.568041780564133,1349,8,1,"1","1",0.187799493827153,1,"108"
"194","THU154_2006_1687",1,613.72,155.29,2006,8324,10099,82.4,65.78,15199113.3749137,99.9999999999999,30.297,5.1,420.3,48.2,86.7,74.3,14.4,65.78,15.1,5641.23,5.64,-88.2887059529752,50.1696889785105,0.790569415042095,1.67780852876587,1501,3,12,"4","3",0.280672252602894,1,"109"
"195","THU163_2006_1640",1,513.11,357.51,2006,12642,17600,71.8,100.81,46066202.4768666,100,52.8,5.6,433.7,56.4,88.7,84.6,19.1,100.81,20.54,5564.06,5.56,-89.1538410617058,49.4916275739691,0.612372435695794,0.857698247515325,1479,5,12,"4","3",0.713741770333716,1,"110"
"197","THU16_2002_102",1,397.86,241.3,2002,1572,1746,90,109.11,10064394.8176783,100,5.238,6,91.9,24.7,89.1,29.2,11.1,109.11,20.54,5229.21,5.23,-89.3904440485275,49.6074327600027,0.790569415042095,1.13922111199928,1335,8,9,"3","2",0.481978718676175,1,"111"
"204","THU192_2006_1689",1,627.5,399.1,2006,1087,2802,38.8,101.4,4257617.23353776,100,8.406,5,437.2,58,88.5,86.5,18.1,101.4,15.54,5061.31,5.06,-88.9523875982762,49.981997273072,1.45773797371133,2.25159999582261,1503,6,10,"4","3",0.850004296483808,1,"112"
"210","THU31_2005_1510",1,511.09,130.2,2005,7714,7850,98.3,88.3,23203490.843857,100,23.55,9.2,263.2,46.5,91.1,61.4,20.4,88.3,17.65,5666.79,5.67,-88.7658039518551,50.2733696144258,0.612372435695794,0.706243875511168,1432,3,14,"4","3",0.105488707511793,1,"113"
"213","THU38_1996_675",1,486.09,308.27,1996,23544,28269,83.3,89.97,148442917.309778,100,84.807,6.5,217.9,69.8,89.3,74.3,17.5,89.97,20.45,4780.26,4.78,-89.0444752436825,49.4261198617908,0.707106781186548,0.935775525576706,1372,12,1,"1","1",0.373470781294479,1,"114"
"214","THU39_2007_1661",1,555.92,337.6,2007,3306,3866,85.5,97.61,11515859.3697085,100,11.598,9.7,102.6,53.6,89.3,53.6,21.1,97.61,19.93,5101.68,5.1,-89.260443488596,48.8672981019062,0.790569415042095,1.05355915807172,1497,5,12,"4","3",0.483546173671163,1,"115"
"215","THU41_1996_553",1,537.94,336.06,1996,6258,6396,97.8,84.65,11531928.8984863,100,19.188,7.8,211.2,68.8,91.7,74.4,19.7,84.65,20.36,5017.41,5.02,-90.0495452761491,49.2539526999576,0.5,0.509265936864682,1366,9,1,"1","1",0.224564275656663,1,"116"
"216","THU53_1995_1395",1,567.22,246.74,1995,2474,2599,95.2,67.58,7107652.93706148,99.9999999999999,7.797,4.1,226.3,60.7,85.7,69.5,13.8,67.58,19.45,4764.22,4.76,-88.3841921543017,50.5151751378754,0.790569415042095,1.03862020388353,1427,3,2,"1","1",0.199977065391548,1,"117"
"217","THU53_1996_593",1,570.22,263.75,1996,30062,40797,73.7,74.99,108236306.639255,99.9999999999999,122.391,8.1,214.1,68.7,91.3,74.1,19.8,74.99,20.38,5229.07,5.23,-90.6005389136762,49.2057320293575,0.612372435695794,0.766137570813254,1367,7,3,"2","2",0.458366688123142,1,"118"
"218","THU57_2005_1526",1,529.64,240.6,2005,45926,48234,95.2,90.08,100564118.083292,99.9999999999999,144.702,6.7,308.8,44.2,88.2,61.6,17,90.08,20.29,5486.55,5.49,-89.8519624122341,49.3889015212383,0.707106781186548,1.0109277768237,1437,5,9,"3","2",0.451425580974345,1,"119"
"219","THU58_1996_127",1,387.95,180.51,1996,22477,23069,97.4,109.2,116555021.170402,100,69.207,7.5,222.6,62.4,89.7,68.9,19.6,109.2,20.29,5022.78,5.02,-90.2269766875386,49.9183443868929,0.707106781186548,0.921626541343751,1338,3,2,"1","1",0.221272907132591,1,"120"
"220","THU67_1996_1222",1,418.22,305.99,1996,1714,1967,87.1,124.67,7745736.6609702,100,5.901,6.1,250.1,62.3,88,69.1,16.4,124.67,17.94,4888.57,4.89,-89.0333214057831,50.0248643066392,1.45773797371133,2.43464238947974,1419,10,2,"1","1",0.712667948371902,1,"121"
"221","THU67_2005_1528",1,529.79,92.41,2005,23027,23210,99.2,59.46,41026385.1965122,98.7654481700157,69.63,5.2,277.9,39.2,87.9,54.9,13,59.46,20.01,5706.76,5.71,-89.6839595192094,50.1867102289586,0.5,0.550567048089382,1439,2,0,"1","1",0.176899699993283,1,"122"
"222","THU71_1996_461",1,443.28,316.69,1996,4613,5371,85.9,112.07,16989698.5443857,100,16.113,5.1,214.5,70.2,87.9,77,15.3,112.07,20.36,4892.42,4.89,-90.0858688103319,49.1234824838159,0.707106781186548,0.789424805480062,1360,10,1,"1","1",0.336115333729812,1,"123"
"223","THU76_1996_311",1,532.19,188.01,1996,4424,4554,97.1,88.13,16034886.3970178,99.9999999999999,13.662,7.9,208.5,65.8,90.5,70.9,20.9,88.13,20.51,5136.28,5.14,-90.2780028097003,49.7007921453197,0.612372435695794,0.637102420843288,1351,4,4,"2","2",0.189236444121223,1,"124"
"224","THU77_1996_1187",1,581.21,361.99,1996,7258,7787,93.2,80.37,13285788.463205,100,23.361,7.8,214.3,69.8,90.6,76.1,19.8,80.37,20.34,4905.38,4.91,-90.1745038745244,49.0979243892252,0.5,0.520402451052851,1417,9,1,"1","1",0.245257759619572,1,"125"
"226","THU84_1996_147",1,543.96,294.46,1996,16542,16697,99.1,35.77,48433479.3259521,100,50.091,7.5,212.6,65.9,89.4,71.3,19.5,35.77,20.29,4950.06,4.95,-90.1274434343268,49.5619570707658,0.707106781186548,1.00624165237891,1341,4,2,"1","1",0.318581467273792,1,"126"
"227","THU90_1996_1274",1,496.33,229.77,1996,32204,34974,92.1,80.51,151393933.869807,100,104.922,7.6,206.6,62.7,89.3,69.1,19.9,80.51,20.34,4898.04,4.9,-89.8212954830161,50.0226183726964,0.790569415042095,1.14352873164588,1420,3,4,"2","2",0.339487986742351,1,"127"
"228","TIM12_1997_1531",1,644.72,180.91,1997,17587,22965,76.6,70.57,165896536.601737,100,68.895,8.5,169.6,63.7,89.9,66.4,21.4,70.57,20.48,5041.17,5.04,-80.7070489920797,48.269991502537,0.707106781186548,0.998303726733939,925,8,8,"3","2",0.394042386662809,1,"128"
"229","TIM13_2010_1776",1,650.53,121.61,2010,322,351,91.7,63.51,2528227.52887382,100,1.053,3.6,175.4,44.8,85.9,53.9,10.3,63.51,21.02,5132.18,5.13,-81.3299780777408,47.4790577232721,0.612372435695794,0.701281983534133,981,2,0,"1","1",0.217578811198891,1,"129"
"230","TIM19_2005_1512",1,321.45,142.16,2005,5075,5374,94.4,150.88,55490077.553456,100,16.122,10.5,339.5,69.1,92.2,89.3,29.5,150.88,20.6,5179.73,5.18,-80.7737744030152,48.2985814813416,0.612372435695794,0.682253195770438,919,2,0,"1","1",0.196356015876637,1,"130"
"231","TIM24_1997_121",1,608.23,128.83,1997,6066,6789,89.4,75.31,58071876.5080723,99.9999999999999,20.367,6.9,180.4,59.3,90.5,63.3,18.2,75.31,20.85,5120.57,5.12,-82.000870280718,48.258706821121,0.707106781186548,0.918095027280698,855,8,8,"3","2",0.288307766072058,1,"131"
"233","TIM2_1997_488",1,489.04,413.21,1997,672,1161,57.9,103.91,3610608.41447492,100,3.483,9.1,169.3,60.4,90.7,61.7,20.4,103.91,20.74,5083.99,5.08,-81.4316871388829,48.4270277322513,0.707106781186548,0.958759554735636,870,8,8,"3","2",0.765989506715795,1,"132"
"234","TIM34_2011_1750",1,59.53,101.65,2011,13,50,26,313.62,525829.089454915,100,0.15,6,262,19.8,89.2,33.1,12.1,313.62,21.08,5158.08,5.16,-81.6134673909416,47.4713205384305,0,0.256010194656091,934,2,0,"1","1",0.465701584311355,1,"133"
"237","TIM56_2005_1529",1,700.99,205.77,2005,325,325,100,73.8,1184501.33236025,100,0.975,8.5,361,63.3,90.1,85.8,25.7,73.8,20.8,5203.18,5.2,-81.938093733231,48.3192241524238,0,0.251303748265327,924,2,0,"1","1",0.126861225233878,1,"134"
"240","TIM7_2005_1515",1,659.68,219.62,2005,1571,1788,87.9,75.53,7295699.4038077,100,5.364,12.9,120.9,43.4,93.9,46.1,23.6,75.53,20.81,5165.87,5.17,-82.1986361343725,48.2115872082848,0.707106781186548,0.842694472624006,921,2,0,"1","1",0.366483094217675,1,"135"
"241","TIM7_2010_1774",1,349.23,238.18,2010,251,255,98.4,142.44,2185618.33531654,100,0.765,12.6,150.2,55.7,91.3,58.1,25,142.44,20.89,5337.09,5.34,-81.6288038045646,48.4585381009327,0.353553390593274,0.279327470969729,939,2,0,"1","1",0.190831914856911,1,"136"
"242","TIM7_2012_1898",1,520.44,263.41,2012,1183,2356,50.2,102,7519382.88177563,100,7.068,14.3,116.2,45.5,92.2,47.5,25.3,102,20.94,5316.81,5.32,-81.5755209781538,47.4634921793094,0.612372435695794,0.57621368480095,945,2,0,"1","1",0.625781815516702,1,"137"
"246","WAW13_2003_1409",1,504.39,197.83,2003,65153,72302,90.1,101.74,445939501.63038,100,216.906,8.4,275.7,119.5,91.6,107.9,27.6,101.74,20.09,5217.74,5.22,-86.1758477876582,49.3681233368276,0.866025403784439,1.32701147510093,1428,5,9,"3","2",0.462869572872493,1,"138"
"247","WAW17_2012_1934",1,487.56,327.61,2012,380,416,91.3,103.96,1328856.46390776,100,1.248,8.2,79.5,22.5,89.5,26.5,15,103.96,19.5,5431.58,5.43,-84.9277324550765,48.3957756044065,0.612372435695794,0.844310293473578,952,2,0,"1","1",0.413551827650513,1,"139"
"248","WAW18_2010_1775",1,634.16,174.9,2010,3933,6320,62.2,77.38,36374376.6174346,100,18.96,6.4,197.4,73,90.3,73.4,18.9,77.38,19.94,5475.07,5.48,-84.1556179802819,47.9108103546044,0,0,1592,2,0,"1","1",0.211889672746288,1,"140"
"249","WAW21_2003_1406",1,526.9,255.54,2003,18276,19545,93.5,88.69,100505557.239367,99.9999999999999,58.635,8.9,291,82.4,91.6,91.6,27.1,88.69,20.41,4944.2,4.94,-84.5213531396642,48.9215629991184,0.612372435695794,0.684800722380924,911,5,7,"3","2",0.221542542550213,1,"141"
"251","WAW31_1995_650",1,570.14,260.71,1995,4159,4387,94.8,71.8,15081689.8948423,100,13.161,5.9,309,53.8,86.8,66.6,15.9,71.8,20.03,5037.54,5.04,-85.9060870965179,48.8555832139784,1.11803398874989,1.56037054297694,881,11,1,"1","1",0.525408421650019,1,"142"
"253","WAW5_2012_1904",1,653.79,421.69,2012,134,416,32.2,91.59,1014324.75272463,100,1.248,13.5,66.6,32.2,91,31.9,21.9,91.59,19.67,5134.02,5.13,-85.3253737059015,48.6115269231493,1,1.05430046149735,946,2,0,"1","1",0.859006134013867,1,"143"
"254","WAW69_1995_946",1,415.61,237.65,1995,778,818,95.1,120.89,2999425.93312104,100,2.454,13.3,455.4,69.5,90.6,99.6,33.1,120.89,20.3,4976.74,4.98,-85.73388039096,49.3761206871324,0.707106781186548,0.810044787730091,893,10,1,"1","1",0.235721375651187,1,"144"
"256","WAW87_1995_1025",1,372.06,232.93,1995,13678,14979,91.3,151.64,31220492.7787323,100,44.937,12.2,475.1,80.6,89.2,113,39.8,151.64,20.35,4706.47,4.71,-84.6391846083732,48.5739726869404,1.45773797371133,1.8990966856932,896,8,1,"1","1",0.579671147422442,1,"145"
"261","COC17_1999_738",0,571.27,220.81,1999,99,99,100,66.64,0,0,0.297,5,203.1,25.6,89.1,36.4,12,66.64,20.06,5433.29,5.43,-80.6924274999156,50.7546969637026,0.612372435695794,0.627591996595506,884,2,0,"0","0",0.232861857394522,1,"15"
"263","COC19_2002_74",0,565.19,501.99,2002,784,784,100,72.95,0,0,2.352,5.6,354.2,43.7,87.2,63.2,16,72.95,19.91,5275.14,5.28,-80.3661744815954,50.7080247193008,0.707106781186548,0.813071084616637,852,2,0,"0","0",0.513174957913856,1,"10"
"267","COC28_1996_322",0,382.92,269.42,1996,8744,8744,100,118.69,0,0,26.232,5.8,157.4,46.3,89.2,51.3,16,118.69,19.91,4936.56,4.94,-79.8402089059087,50.6116202179607,0.5,0.438641771882425,862,2,0,"0","0",0.113200275009392,1,"43"
"270","COC36_1995_847",0,601.23,299.01,1995,352631,352751,100,76.76,0,0,1058.253,6.7,464.7,41.5,88.6,63.8,15.8,76.76,20.01,5039.44,5.04,-80.5773979043535,50.5157583887157,0.612372435695794,0.63095023977998,889,2,0,"0","0",0.200580499374725,1,"117"
"272","COC53_1996_544",0,484.21,407.84,1996,32598,32600,100,103.04,0,0,97.8,6.9,358.6,28.2,87.3,43,13.1,103.04,19.85,4957.66,4.96,-79.9273785166179,50.6501383816974,0.5,0.425529007729732,875,2,0,"0","0",0.195981504837718,1,"130"
"307","NIP104_2012_1761",0,574.05,398.33,2012,1416,1427,99.2,74.2,0,0,4.281,6.9,360.6,43.1,88.4,64.6,17.6,74.2,20.29,5029.08,5.03,-88.9746097287061,51.121627641099,0.790569415042095,0.908496060990632,1510,2,0,"0","0",0.407438772716692,1,"98"
"316","NIP189_2006_1580",0,460.28,256.09,2006,11565,11597,99.7,93.67,0,0,34.791,5.2,306.8,36.3,86.4,53.6,13.1,93.67,19.28,4995.25,5,-87.4177052987545,52.0523124994321,0.866025403784439,0.981656585957747,576,2,0,"0","0",0.20850871506549,1,"8"
"340","NIP38_2002_97",0,576.98,523.38,2002,3922,3938,99.6,98.24,0,0,11.814,8.2,285.4,44.8,89.7,59.1,20.2,98.24,20.66,5191.88,5.19,-86.1363500812794,50.8482393416489,0.353553390593274,0.342523900020027,116,2,0,"0","0",0.400771962893459,1,"31"
"346","NIP42_2003_1430",0,505.29,142.7,2003,692,692,100,63.81,0,0,2.076,13,191.6,51,91.9,61,25.7,63.81,19.83,4932.14,4.93,-87.7825851605158,51.6418693028687,0.612372435695794,0.62489812062636,542,2,0,"0","0",0.0832995077693744,1,"53"
"364","NIP54_2002_173",0,565.9,548.33,2002,654,654,100,92.42,0,0,1.962,11.2,201.1,48.4,91.2,58.1,24.6,92.42,19.43,4966.33,4.97,-87.8475871159485,52.1292229068174,0.612372435695794,0.545285480489009,146,2,0,"0","0",0.32202563412539,1,"101"
"372","NIP59_1996_1179",0,586.15,289.21,1996,3045,3046,100,58.01,0,0,9.138,7.4,175.8,54.8,89.5,60,15.9,58.01,20.19,4605.91,4.61,-87.3617067227797,51.1191153214907,0.353553390593274,0.357634632591161,463,2,0,"0","0",0.0765810170866234,1,"66"
"373","NIP59_2003_1555",0,575.59,347.05,2003,2328,2355,98.9,85.58,0,0,7.065,9.4,347.3,59.9,89.2,75.4,21.8,85.58,20.31,4968.07,4.97,-86.4776749740041,51.4028225986067,0.707106781186548,0.796871981367112,572,2,0,"0","0",0.302938492263172,1,"74"
"381","NIP63_2012_1764",0,519.21,536.04,2012,513,513,100,114.73,0,0,1.539,6.2,326.7,61.4,90.7,81.6,18.3,114.73,20.43,4664.01,4.66,-86.7777152529794,51.6032476971013,0.612372435695794,0.726743792631858,631,2,0,"0","0",0.376264295206032,1,"114"
"397","NIP81_2003_1437",0,593.25,164.41,2003,9378,9406,99.7,75.33,0,0,28.218,7,408.2,41.5,87.2,64.6,19.4,75.33,19.35,4755.81,4.76,-87.3626964319566,52.4798346614452,0.612372435695794,0.684321476061678,545,2,0,"0","0",0.0649939772615718,1,"58"
"399","NIP83_1996_805",0,513.34,416.05,1996,2479,2479,100,72.26,0,0,7.437,7.2,177.6,48.9,87.9,54.1,15.5,72.26,19.34,4723.08,4.72,-87.1062816812361,52.3974774770307,0.612372435695794,0.663071666400236,350,2,0,"0","0",0.182481039886142,1,"81"
"405","PET1_2001_50",0,655.68,613.13,2001,0,10,0,94.67,0,0,0.03,8.3,606.5,105.8,92.7,146.6,30.8,94.67,21.88,5077.53,5.08,-76.8804708178842,44.8148937168391,0,1.16660427248266,4,2,0,"0","0",0.996859305640734,1,"45"
"411","RED107_2011_1779",0,534.44,86.36,2011,12204,12465,97.9,87.4,0,0,37.395,5,380.3,67.2,88.2,85.8,15.1,87.4,19.66,4477.85,4.48,-92.9328890806489,53.7097520492644,0.612372435695794,0.681700594600889,633,2,0,"0","0",0.033331505268971,1,"60"
"412","RED10_2009_1716",0,585.27,547.02,2009,5640,5721,98.6,81.75,0,0,17.163,8.5,160.1,37.1,88,45.8,13,81.75,20.42,4998.51,5,-92.5176652616461,52.2919530332572,0.612372435695794,0.611294035277101,614,2,0,"0","0",0.453683372481787,1,"87"
"414","RED112_2011_1744",0,560.39,71.66,2011,362,362,100,72.86,0,0,1.086,10,329,61.9,90.6,86,27.3,72.86,20.73,5119.31,5.12,-92.6776094026648,51.7667812845035,0.707106781186548,0.856286707627784,1132,2,0,"0","0",0.162555416027076,1,"39"
"417","RED114_2011_1778",0,559.93,226.31,2011,1602,2880,55.6,22.78,0,0,8.64,8.8,342.8,74.7,90.3,88,24.8,22.78,21.05,4928.6,4.93,-94.6217449154208,51.6482803323379,1.2747548783982,1.47917147933182,1139,2,0,"0","0",0.769108807898352,1,"132"
"420","RED120_2011_1793",0,479.1,-13.64,2011,549,634,86.6,10.73,0,0,1.902,8.2,382.9,65.9,90.1,88.6,18.7,10.73,20.86,4748.72,4.75,-94.9624944013747,52.2793860775954,0.866025403784439,1.0103022478001,1142,2,0,"0","0",0.139678093810091,1,"11"
"423","RED123_2011_1790",0,471.67,159.38,2011,683,1123,60.8,6.06,0,0,3.369,7.2,385.1,27.4,88.1,43.3,16.1,6.06,20.73,4756.87,4.76,-94.7600918777581,52.3347799936273,0.935414346693485,1.04406130770973,1141,2,0,"0","0",0.433688834329959,1,"106"
"424","RED124_2011_1958",0,505.81,168.43,2011,182891,270540,67.6,48.62,0,0,811.62,8,418.4,45.9,90.8,69.2,21.2,48.62,21.14,4980.79,4.98,-94.6069648037878,51.2327033066975,1,1.40089492167336,1289,2,0,"0","0",0.640320819010416,1,"54"
"425","RED12_2000_25",0,461.46,227.93,2000,1630,2015,80.9,39.78,0,0,6.045,5.4,372.2,44.4,89.3,66.5,15.5,39.78,19.28,5427.42,5.43,-93.9983725046671,52.291901223191,0.935414346693485,1.15996362111774,996,2,0,"0","0",0.481909300423164,1,"115"
"426","RED13_1996_1388",0,417.28,184.31,1996,2595,4546,57.1,84.53,0,0,13.638,5,235.2,50.4,90.5,58.6,13.2,84.53,19.49,5329.04,5.33,-94.3243968938553,52.6126960794632,1.36930639376292,1.66485807589735,1092,2,0,"0","0",0.765225124914892,1,"47"
"427","RED146_2006_1628",0,493.11,177.41,2006,146230,191979,76.2,81.6,0,0,575.937,6.7,341.1,33.2,88.5,52.2,14.9,81.6,19.92,5070.46,5.07,-93.8737102325542,52.4719159470217,1.06066017177982,1.51553262781387,1109,2,0,"0","0",0.549864880603975,1,"73"
"429","RED14_1996_764",0,510.78,165.13,1996,1095,2115,51.8,49.32,0,0,6.345,4.8,231.1,50.8,89.7,59.1,13.2,49.32,19.6,5330.28,5.33,-94.8109075896227,52.502983965151,1.06066017177982,1.24412923216735,1052,2,0,"0","0",0.648231113893382,1,"64"
"430","RED14_2000_57",0,357.04,249.8,2000,12241,18832,65,128.94,0,0,56.496,6.4,385.6,49.5,90.1,73.5,20.5,128.94,19.38,5393.24,5.39,-94.3826211138995,52.2842180009532,1.11803398874989,1.37740617429576,998,2,0,"0","0",0.691473100958327,1,"30"
"431","RED14_2006_1594",0,482.84,46.9,2006,129,155,83.2,65.21,0,0,0.465,8.9,160.9,46.5,91,53.6,20.1,65.21,19.85,5021.34,5.02,-93.8832286350458,52.6179698720719,1.17260393995586,1.4746708552001,1105,2,0,"0","0",0.331641029408791,1,"28"
"433","RED15_2006_1595",0,483.55,236.23,2006,302,369,81.8,74.17,0,0,1.107,2.8,145.5,41.3,71.4,45.6,6.8,74.17,19.86,4964.17,4.96,-93.2845992805673,52.3673116589236,0.707106781186548,0.847663266946355,1106,2,0,"0","0",0.284745663669226,1,"63"
"435","RED16_1990_796",0,640.58,334.82,1990,7674,7842,97.9,63.04,0,0,23.526,6.1,469.9,64.9,88,88.1,19.2,63.04,19.69,4872.53,4.87,-93.0534583637154,52.408868745735,0.866025403784439,1.2126986521391,345,2,0,"0","0",0.364956542230965,1,"3"
"437","RED175_2006_1577",0,423.01,49.18,2006,923,2856,32.3,77.56,0,0,8.568,9.7,382,42.7,90.2,66.4,22.6,77.56,20.12,5110.17,5.11,-94.7594724690044,52.2525640328872,0.790569415042095,0.844544167080622,1101,2,0,"0","0",0.490718204768971,1,"80"
"438","RED176_2006_1632",0,516.12,209.24,2006,13730,20544,66.8,66.48,0,0,61.632,6.7,353.9,34.6,87.9,54.8,15.2,66.48,19.89,5075.32,5.08,-94.374924505014,52.3980020789368,1.17260393995586,1.39466906433857,1111,2,0,"0","0",0.599370299337117,1,"102"
"439","RED177_2006_1579",0,526.42,125.18,2006,156,237,65.8,72.33,0,0,0.711,7.2,368.1,39.4,89.8,61.7,18.1,72.33,19.98,5058.31,5.06,-94.3001303485998,52.3233275964581,1,1.01617596095901,1103,2,0,"0","0",0.376585852883473,1,"26"
"440","RED17_1996_652",0,513.6,284.63,1996,12906,13304,97,86.82,0,0,39.912,5,242,53.1,86.5,60.9,13,86.82,19.81,5482.91,5.48,-93.927030724068,52.101795865568,1,1.30051849547602,1042,2,0,"0","0",0.551362959936714,1,"107"
"441","RED182_2006_1626",0,490.04,238.23,2006,15424,33181,46.5,73.57,0,0,99.543,6.7,350.6,33.8,88.2,53.8,15.7,73.57,19.98,5012.42,5.01,-94.5049302654837,52.5916537622978,1.22474487139159,1.5471941611682,1107,2,0,"0","0",0.789420906402369,1,"143"
